,instrumentToken,instrumentName,name,lastPrice,expiry,strike,tickSize,lotSize,instrumentType,segment,exchange,isin,multiplier,exchangeToken,optionType
2470,48212,BANKNIFTY,,4713.4,23DEC21,35500.0,0.05,25,OI,FO,NSE,,1,67834,CE
2471,48213,BANKNIFTY,,494.8,23DEC21,35500.0,0.05,25,OI,FO,NSE,,1,67835,PE
2472,48214,BANKNIFTY,,4634.8,23DEC21,35600.0,0.05,25,OI,FO,NSE,,1,67836,CE
2473,48215,BANKNIFTY,,515.65,23DEC21,35600.0,0.05,25,OI,FO,NSE,,1,67837,PE
2474,48220,BANKNIFTY,,4556.85,23DEC21,35700.0,0.05,25,OI,FO,NSE,,1,67838,CE
2475,48221,BANKNIFTY,,537.1,23DEC21,35700.0,0.05,25,OI,FO,NSE,,1,67839,PE
2476,48222,BANKNIFTY,,4479.5,23DEC21,35800.0,0.05,25,OI,FO,NSE,,1,67840,CE
2477,48223,BANKNIFTY,,559.15,23DEC21,35800.0,0.05,25,OI,FO,NSE,,1,67841,PE
2478,48224,BANKNIFTY,,4402.85,23DEC21,35900.0,0.05,25,OI,FO,NSE,,1,67842,CE
2479,48225,BANKNIFTY,,581.9,23DEC21,35900.0,0.05,25,OI,FO,NSE,,1,67843,PE
2480,43919,BANKNIFTY,,4850.4,23DEC21,36000.0,0.05,25,OI,FO,NSE,,1,62544,CE
2481,43920,BANKNIFTY,,581.15,23DEC21,36000.0,0.05,25,OI,FO,NSE,,1,62545,PE
2482,43921,BANKNIFTY,,4773.45,23DEC21,36100.0,0.05,25,OI,FO,NSE,,1,62546,CE
2483,43922,BANKNIFTY,,603.5,23DEC21,36100.0,0.05,25,OI,FO,NSE,,1,62547,PE
2484,43923,BANKNIFTY,,4697.05,23DEC21,36200.0,0.05,25,OI,FO,NSE,,1,62548,CE
2485,43924,BANKNIFTY,,626.5,23DEC21,36200.0,0.05,25,OI,FO,NSE,,1,62549,PE
2486,43925,BANKNIFTY,,4621.3,23DEC21,36300.0,0.05,25,OI,FO,NSE,,1,62550,CE
2487,43926,BANKNIFTY,,650.05,23DEC21,36300.0,0.05,25,OI,FO,NSE,,1,62551,PE
2488,43927,BANKNIFTY,,4546.2,23DEC21,36400.0,0.05,25,OI,FO,NSE,,1,62552,CE
2489,43928,BANKNIFTY,,674.3,23DEC21,36400.0,0.05,25,OI,FO,NSE,,1,62553,PE
2490,43929,BANKNIFTY,,4471.7,23DEC21,36500.0,0.05,25,OI,FO,NSE,,1,62554,CE
2491,43930,BANKNIFTY,,699.15,23DEC21,36500.0,0.05,25,OI,FO,NSE,,1,62555,PE
2492,43931,BANKNIFTY,,4399.25,23DEC21,36600.0,0.05,25,OI,FO,NSE,,1,62556,CE
2493,43932,BANKNIFTY,,726.0,23DEC21,36600.0,0.05,25,OI,FO,NSE,,1,62557,PE
2494,43933,BANKNIFTY,,4325.95,23DEC21,36700.0,0.05,25,OI,FO,NSE,,1,62558,CE
2495,43934,BANKNIFTY,,752.05,23DEC21,36700.0,0.05,25,OI,FO,NSE,,1,62559,PE
2496,43935,BANKNIFTY,,4253.3,23DEC21,36800.0,0.05,25,OI,FO,NSE,,1,62560,CE
2497,43936,BANKNIFTY,,778.75,23DEC21,36800.0,0.05,25,OI,FO,NSE,,1,62561,PE
2498,43937,BANKNIFTY,,4181.3,23DEC21,36900.0,0.05,25,OI,FO,NSE,,1,62562,CE
2499,43938,BANKNIFTY,,806.1,23DEC21,36900.0,0.05,25,OI,FO,NSE,,1,62563,PE
2500,43939,BANKNIFTY,,4110.0,23DEC21,37000.0,0.05,25,OI,FO,NSE,,1,62564,CE
2501,43940,BANKNIFTY,,834.1,23DEC21,37000.0,0.05,25,OI,FO,NSE,,1,62565,PE
2502,43941,BANKNIFTY,,4039.4,23DEC21,37100.0,0.05,25,OI,FO,NSE,,1,62566,CE
2503,43942,BANKNIFTY,,862.8,23DEC21,37100.0,0.05,25,OI,FO,NSE,,1,62567,PE
2504,43943,BANKNIFTY,,3967.8,23DEC21,37200.0,0.05,25,OI,FO,NSE,,1,62568,CE
2505,43944,BANKNIFTY,,890.6,23DEC21,37200.0,0.05,25,OI,FO,NSE,,1,62569,PE
2506,43945,BANKNIFTY,,3898.65,23DEC21,37300.0,0.05,25,OI,FO,NSE,,1,62570,CE
2507,43946,BANKNIFTY,,920.8,23DEC21,37300.0,0.05,25,OI,FO,NSE,,1,62572,PE
2508,43947,BANKNIFTY,,3830.2,23DEC21,37400.0,0.05,25,OI,FO,NSE,,1,62573,CE
2509,43948,BANKNIFTY,,951.65,23DEC21,37400.0,0.05,25,OI,FO,NSE,,1,62574,PE
2510,43949,BANKNIFTY,,3762.45,23DEC21,37500.0,0.05,25,OI,FO,NSE,,1,62576,CE
2511,43950,BANKNIFTY,,983.25,23DEC21,37500.0,0.05,25,OI,FO,NSE,,1,62577,PE
2512,43951,BANKNIFTY,,3695.4,23DEC21,37600.0,0.05,25,OI,FO,NSE,,1,62578,CE
2513,43952,BANKNIFTY,,1015.5,23DEC21,37600.0,0.05,25,OI,FO,NSE,,1,62579,PE
2514,43953,BANKNIFTY,,3629.05,23DEC21,37700.0,0.05,25,OI,FO,NSE,,1,62580,CE
2515,43954,BANKNIFTY,,1048.5,23DEC21,37700.0,0.05,25,OI,FO,NSE,,1,62581,PE
2516,43955,BANKNIFTY,,3563.4,23DEC21,37800.0,0.05,25,OI,FO,NSE,,1,62582,CE
2517,43956,BANKNIFTY,,1082.2,23DEC21,37800.0,0.05,25,OI,FO,NSE,,1,62583,PE
2518,43957,BANKNIFTY,,3498.5,23DEC21,37900.0,0.05,25,OI,FO,NSE,,1,62584,CE
2519,43958,BANKNIFTY,,1116.6,23DEC21,37900.0,0.05,25,OI,FO,NSE,,1,62585,PE
2520,43959,BANKNIFTY,,3434.25,23DEC21,38000.0,0.05,25,OI,FO,NSE,,1,62586,CE
2521,43960,BANKNIFTY,,1151.75,23DEC21,38000.0,0.05,25,OI,FO,NSE,,1,62587,PE
2522,43961,BANKNIFTY,,3370.75,23DEC21,38100.0,0.05,25,OI,FO,NSE,,1,62588,CE
2523,43962,BANKNIFTY,,1187.6,23DEC21,38100.0,0.05,25,OI,FO,NSE,,1,62589,PE
2524,43963,BANKNIFTY,,3308.0,23DEC21,38200.0,0.05,25,OI,FO,NSE,,1,62590,CE
2525,43964,BANKNIFTY,,1224.15,23DEC21,38200.0,0.05,25,OI,FO,NSE,,1,62591,PE
2526,43965,BANKNIFTY,,3245.95,23DEC21,38300.0,0.05,25,OI,FO,NSE,,1,62592,CE
2527,43966,BANKNIFTY,,600.0,23DEC21,38300.0,0.05,25,OI,FO,NSE,,1,62596,PE
2528,43967,BANKNIFTY,,3184.65,23DEC21,38400.0,0.05,25,OI,FO,NSE,,1,62597,CE
2529,43968,BANKNIFTY,,1299.45,23DEC21,38400.0,0.05,25,OI,FO,NSE,,1,62598,PE
2530,43969,BANKNIFTY,,3124.05,23DEC21,38500.0,0.05,25,OI,FO,NSE,,1,62599,CE
2531,43970,BANKNIFTY,,1338.2,23DEC21,38500.0,0.05,25,OI,FO,NSE,,1,62600,PE
2532,43971,BANKNIFTY,,3064.2,23DEC21,38600.0,0.05,25,OI,FO,NSE,,1,62601,CE
2533,43972,BANKNIFTY,,1377.7,23DEC21,38600.0,0.05,25,OI,FO,NSE,,1,62602,PE
2534,43985,BANKNIFTY,,3005.1,23DEC21,38700.0,0.05,25,OI,FO,NSE,,1,62603,CE
2535,43986,BANKNIFTY,,1417.95,23DEC21,38700.0,0.05,25,OI,FO,NSE,,1,62604,PE
2536,43987,BANKNIFTY,,2946.75,23DEC21,38800.0,0.05,25,OI,FO,NSE,,1,62605,CE
2537,43988,BANKNIFTY,,1458.9,23DEC21,38800.0,0.05,25,OI,FO,NSE,,1,62606,PE
2538,43989,BANKNIFTY,,2889.1,23DEC21,38900.0,0.05,25,OI,FO,NSE,,1,62607,CE
2539,43990,BANKNIFTY,,1500.6,23DEC21,38900.0,0.05,25,OI,FO,NSE,,1,62608,PE
2540,43992,BANKNIFTY,,2832.2,23DEC21,39000.0,0.05,25,OI,FO,NSE,,1,62609,CE
2541,43993,BANKNIFTY,,1543.0,23DEC21,39000.0,0.05,25,OI,FO,NSE,,1,62610,PE
2542,43994,BANKNIFTY,,2776.05,23DEC21,39100.0,0.05,25,OI,FO,NSE,,1,62611,CE
2543,43995,BANKNIFTY,,1586.2,23DEC21,39100.0,0.05,25,OI,FO,NSE,,1,62612,PE
2544,43996,BANKNIFTY,,2720.6,23DEC21,39200.0,0.05,25,OI,FO,NSE,,1,62613,CE
2545,43997,BANKNIFTY,,1630.1,23DEC21,39200.0,0.05,25,OI,FO,NSE,,1,62614,PE
2546,43998,BANKNIFTY,,2665.95,23DEC21,39300.0,0.05,25,OI,FO,NSE,,1,62615,CE
2547,43999,BANKNIFTY,,610.0,23DEC21,39300.0,0.05,25,OI,FO,NSE,,1,62616,PE
2548,44000,BANKNIFTY,,2612.0,23DEC21,39400.0,0.05,25,OI,FO,NSE,,1,62617,CE
2549,44001,BANKNIFTY,,1720.15,23DEC21,39400.0,0.05,25,OI,FO,NSE,,1,62618,PE
2550,44002,BANKNIFTY,,2558.8,23DEC21,39500.0,0.05,25,OI,FO,NSE,,1,62619,CE
2551,44003,BANKNIFTY,,1766.3,23DEC21,39500.0,0.05,25,OI,FO,NSE,,1,62620,PE
2552,44004,BANKNIFTY,,2506.3,23DEC21,39600.0,0.05,25,OI,FO,NSE,,1,62621,CE
2553,44005,BANKNIFTY,,1813.15,23DEC21,39600.0,0.05,25,OI,FO,NSE,,1,62622,PE
2554,44006,BANKNIFTY,,2454.6,23DEC21,39700.0,0.05,25,OI,FO,NSE,,1,62623,CE
2555,44007,BANKNIFTY,,1860.75,23DEC21,39700.0,0.05,25,OI,FO,NSE,,1,62624,PE
2556,44008,BANKNIFTY,,2403.6,23DEC21,39800.0,0.05,25,OI,FO,NSE,,1,62625,CE
2557,44009,BANKNIFTY,,393.9,23DEC21,39800.0,0.05,25,OI,FO,NSE,,1,62626,PE
2558,44010,BANKNIFTY,,2353.35,23DEC21,39900.0,0.05,25,OI,FO,NSE,,1,62627,CE
2559,44011,BANKNIFTY,,1958.2,23DEC21,39900.0,0.05,25,OI,FO,NSE,,1,62628,PE
2560,44012,BANKNIFTY,,938.0,23DEC21,40000.0,0.05,25,OI,FO,NSE,,1,62629,CE
2561,44013,BANKNIFTY,,2007.85,23DEC21,40000.0,0.05,25,OI,FO,NSE,,1,62630,PE
2562,44014,BANKNIFTY,,2254.85,23DEC21,40100.0,0.05,25,OI,FO,NSE,,1,62631,CE
2563,44015,BANKNIFTY,,2058.4,23DEC21,40100.0,0.05,25,OI,FO,NSE,,1,62632,PE
2564,44016,BANKNIFTY,,2206.8,23DEC21,40200.0,0.05,25,OI,FO,NSE,,1,62633,CE
2565,44017,BANKNIFTY,,2109.65,23DEC21,40200.0,0.05,25,OI,FO,NSE,,1,62634,PE
2566,44018,BANKNIFTY,,2159.45,23DEC21,40300.0,0.05,25,OI,FO,NSE,,1,62635,CE
2567,44019,BANKNIFTY,,2161.65,23DEC21,40300.0,0.05,25,OI,FO,NSE,,1,62636,PE
2568,44020,BANKNIFTY,,2112.85,23DEC21,40400.0,0.05,25,OI,FO,NSE,,1,62637,CE
2569,44021,BANKNIFTY,,2214.4,23DEC21,40400.0,0.05,25,OI,FO,NSE,,1,62638,PE
2570,44022,BANKNIFTY,,2067.0,23DEC21,40500.0,0.05,25,OI,FO,NSE,,1,62639,CE
2571,44023,BANKNIFTY,,2267.85,23DEC21,40500.0,0.05,25,OI,FO,NSE,,1,62640,PE
2572,44024,BANKNIFTY,,2021.8,23DEC21,40600.0,0.05,25,OI,FO,NSE,,1,62641,CE
2573,44025,BANKNIFTY,,2322.0,23DEC21,40600.0,0.05,25,OI,FO,NSE,,1,62642,PE
2574,44026,BANKNIFTY,,1977.35,23DEC21,40700.0,0.05,25,OI,FO,NSE,,1,62643,CE
2575,44027,BANKNIFTY,,2376.9,23DEC21,40700.0,0.05,25,OI,FO,NSE,,1,62644,PE
2576,44028,BANKNIFTY,,1933.6,23DEC21,40800.0,0.05,25,OI,FO,NSE,,1,62645,CE
2577,44029,BANKNIFTY,,2432.5,23DEC21,40800.0,0.05,25,OI,FO,NSE,,1,62646,PE
2578,44030,BANKNIFTY,,1890.6,23DEC21,40900.0,0.05,25,OI,FO,NSE,,1,62647,CE
2579,44031,BANKNIFTY,,2488.8,23DEC21,40900.0,0.05,25,OI,FO,NSE,,1,62648,PE
2580,44032,BANKNIFTY,,1848.25,23DEC21,41000.0,0.05,25,OI,FO,NSE,,1,62649,CE
2581,44033,BANKNIFTY,,2545.8,23DEC21,41000.0,0.05,25,OI,FO,NSE,,1,62650,PE
2582,44034,BANKNIFTY,,1806.6,23DEC21,41100.0,0.05,25,OI,FO,NSE,,1,62651,CE
2583,44035,BANKNIFTY,,2603.5,23DEC21,41100.0,0.05,25,OI,FO,NSE,,1,62652,PE
2584,44036,BANKNIFTY,,1765.7,23DEC21,41200.0,0.05,25,OI,FO,NSE,,1,62653,CE
2585,44037,BANKNIFTY,,2661.9,23DEC21,41200.0,0.05,25,OI,FO,NSE,,1,62654,PE
2586,44038,BANKNIFTY,,1725.45,23DEC21,41300.0,0.05,25,OI,FO,NSE,,1,62657,CE
2587,44039,BANKNIFTY,,2721.0,23DEC21,41300.0,0.05,25,OI,FO,NSE,,1,62658,PE
2588,44040,BANKNIFTY,,1685.9,23DEC21,41400.0,0.05,25,OI,FO,NSE,,1,62659,CE
2589,44041,BANKNIFTY,,2780.8,23DEC21,41400.0,0.05,25,OI,FO,NSE,,1,62660,PE
2590,44042,BANKNIFTY,,1647.05,23DEC21,41500.0,0.05,25,OI,FO,NSE,,1,62661,CE
2591,44043,BANKNIFTY,,2841.25,23DEC21,41500.0,0.05,25,OI,FO,NSE,,1,62662,PE
2592,44044,BANKNIFTY,,1608.85,23DEC21,41600.0,0.05,25,OI,FO,NSE,,1,62663,CE
2593,44045,BANKNIFTY,,2902.4,23DEC21,41600.0,0.05,25,OI,FO,NSE,,1,62664,PE
2594,44046,BANKNIFTY,,1571.3,23DEC21,41700.0,0.05,25,OI,FO,NSE,,1,62665,CE
2595,44047,BANKNIFTY,,2964.2,23DEC21,41700.0,0.05,25,OI,FO,NSE,,1,62666,PE
2596,44048,BANKNIFTY,,1534.45,23DEC21,41800.0,0.05,25,OI,FO,NSE,,1,62667,CE
2597,44049,BANKNIFTY,,3026.7,23DEC21,41800.0,0.05,25,OI,FO,NSE,,1,62668,PE
2598,44050,BANKNIFTY,,1498.25,23DEC21,41900.0,0.05,25,OI,FO,NSE,,1,62669,CE
2599,44051,BANKNIFTY,,3089.85,23DEC21,41900.0,0.05,25,OI,FO,NSE,,1,62670,PE
2600,44052,BANKNIFTY,,1462.75,23DEC21,42000.0,0.05,25,OI,FO,NSE,,1,62671,CE
2601,44053,BANKNIFTY,,3153.65,23DEC21,42000.0,0.05,25,OI,FO,NSE,,1,62672,PE
2602,44054,BANKNIFTY,,1427.85,23DEC21,42100.0,0.05,25,OI,FO,NSE,,1,62673,CE
2603,44055,BANKNIFTY,,3218.1,23DEC21,42100.0,0.05,25,OI,FO,NSE,,1,62674,PE
2604,44056,BANKNIFTY,,1393.6,23DEC21,42200.0,0.05,25,OI,FO,NSE,,1,62675,CE
2605,44057,BANKNIFTY,,3283.15,23DEC21,42200.0,0.05,25,OI,FO,NSE,,1,62676,PE
2606,44058,BANKNIFTY,,1360.0,23DEC21,42300.0,0.05,25,OI,FO,NSE,,1,62677,CE
2607,44059,BANKNIFTY,,3348.9,23DEC21,42300.0,0.05,25,OI,FO,NSE,,1,62678,PE
2608,44060,BANKNIFTY,,1327.0,23DEC21,42400.0,0.05,25,OI,FO,NSE,,1,62679,CE
2609,44061,BANKNIFTY,,3415.25,23DEC21,42400.0,0.05,25,OI,FO,NSE,,1,62680,PE
2610,44062,BANKNIFTY,,1294.65,23DEC21,42500.0,0.05,25,OI,FO,NSE,,1,62681,CE
2611,44063,BANKNIFTY,,3482.25,23DEC21,42500.0,0.05,25,OI,FO,NSE,,1,62682,PE
2612,44064,BANKNIFTY,,1262.95,23DEC21,42600.0,0.05,25,OI,FO,NSE,,1,62683,CE
2613,44065,BANKNIFTY,,3549.85,23DEC21,42600.0,0.05,25,OI,FO,NSE,,1,62684,PE
2614,44066,BANKNIFTY,,1231.85,23DEC21,42700.0,0.05,25,OI,FO,NSE,,1,62685,CE
2615,44067,BANKNIFTY,,3618.1,23DEC21,42700.0,0.05,25,OI,FO,NSE,,1,62686,PE
2616,44068,BANKNIFTY,,1201.3,23DEC21,42800.0,0.05,25,OI,FO,NSE,,1,62687,CE
2617,44069,BANKNIFTY,,3686.9,23DEC21,42800.0,0.05,25,OI,FO,NSE,,1,62864,PE
2618,44070,BANKNIFTY,,1171.4,23DEC21,42900.0,0.05,25,OI,FO,NSE,,1,62865,CE
2619,44071,BANKNIFTY,,3756.35,23DEC21,42900.0,0.05,25,OI,FO,NSE,,1,62866,PE
2620,44072,BANKNIFTY,,1142.1,23DEC21,43000.0,0.05,25,OI,FO,NSE,,1,62867,CE
2621,44073,BANKNIFTY,,3826.35,23DEC21,43000.0,0.05,25,OI,FO,NSE,,1,62889,PE
2622,44074,BANKNIFTY,,1113.35,23DEC21,43100.0,0.05,25,OI,FO,NSE,,1,62890,CE
2623,44075,BANKNIFTY,,3896.95,23DEC21,43100.0,0.05,25,OI,FO,NSE,,1,62930,PE
2624,44076,BANKNIFTY,,1085.2,23DEC21,43200.0,0.05,25,OI,FO,NSE,,1,62931,CE
2625,44077,BANKNIFTY,,3968.15,23DEC21,43200.0,0.05,25,OI,FO,NSE,,1,62939,PE
2626,44078,BANKNIFTY,,1057.65,23DEC21,43300.0,0.05,25,OI,FO,NSE,,1,62940,CE
2627,44079,BANKNIFTY,,4039.9,23DEC21,43300.0,0.05,25,OI,FO,NSE,,1,62945,PE
2628,44080,BANKNIFTY,,1030.6,23DEC21,43400.0,0.05,25,OI,FO,NSE,,1,62946,CE
2629,44081,BANKNIFTY,,4112.25,23DEC21,43400.0,0.05,25,OI,FO,NSE,,1,62951,PE
2630,44082,BANKNIFTY,,1004.15,23DEC21,43500.0,0.05,25,OI,FO,NSE,,1,62952,CE
2631,44083,BANKNIFTY,,4185.1,23DEC21,43500.0,0.05,25,OI,FO,NSE,,1,62953,PE
2632,44084,BANKNIFTY,,978.25,23DEC21,43600.0,0.05,25,OI,FO,NSE,,1,62954,CE
2633,44085,BANKNIFTY,,4258.55,23DEC21,43600.0,0.05,25,OI,FO,NSE,,1,62955,PE
2634,44086,BANKNIFTY,,954.7,23DEC21,43700.0,0.05,25,OI,FO,NSE,,1,62956,CE
2635,44087,BANKNIFTY,,4334.3,23DEC21,43700.0,0.05,25,OI,FO,NSE,,1,62970,PE
2636,44088,BANKNIFTY,,930.0,23DEC21,43800.0,0.05,25,OI,FO,NSE,,1,62971,CE
2637,44089,BANKNIFTY,,4408.95,23DEC21,43800.0,0.05,25,OI,FO,NSE,,1,62972,PE
2638,44090,BANKNIFTY,,905.8,23DEC21,43900.0,0.05,25,OI,FO,NSE,,1,62973,CE
2639,44091,BANKNIFTY,,4484.1,23DEC21,43900.0,0.05,25,OI,FO,NSE,,1,62975,PE
2640,44092,BANKNIFTY,,882.15,23DEC21,44000.0,0.05,25,OI,FO,NSE,,1,62976,CE
2641,44093,BANKNIFTY,,4559.8,23DEC21,44000.0,0.05,25,OI,FO,NSE,,1,62977,PE
2642,38430,BANKNIFTY,,891.5,23DEC21,44100.0,0.05,25,OI,FO,NSE,,1,38711,CE
2643,38431,BANKNIFTY,,4388.9,23DEC21,44100.0,0.05,25,OI,FO,NSE,,1,38712,PE
2644,38432,BANKNIFTY,,867.7,23DEC21,44200.0,0.05,25,OI,FO,NSE,,1,38713,CE
2645,38433,BANKNIFTY,,4464.5,23DEC21,44200.0,0.05,25,OI,FO,NSE,,1,38714,PE
2646,38434,BANKNIFTY,,844.45,23DEC21,44300.0,0.05,25,OI,FO,NSE,,1,38715,CE
2647,38435,BANKNIFTY,,4540.6,23DEC21,44300.0,0.05,25,OI,FO,NSE,,1,38717,PE
2648,20154,BANKNIFTY,,1055.8,23DEC21,44400.0,0.05,25,OI,FO,NSE,,1,65070,CE
2649,20155,BANKNIFTY,,3987.25,23DEC21,44400.0,0.05,25,OI,FO,NSE,,1,65097,PE
2650,20156,BANKNIFTY,,1028.55,23DEC21,44500.0,0.05,25,OI,FO,NSE,,1,65098,CE
2651,20170,BANKNIFTY,,4059.35,23DEC21,44500.0,0.05,25,OI,FO,NSE,,1,65099,PE
2652,20175,BANKNIFTY,,1001.9,23DEC21,44600.0,0.05,25,OI,FO,NSE,,1,65100,CE
2653,20176,BANKNIFTY,,4132.05,23DEC21,44600.0,0.05,25,OI,FO,NSE,,1,65108,PE
2654,20177,BANKNIFTY,,975.75,23DEC21,44700.0,0.05,25,OI,FO,NSE,,1,65111,CE
2655,20183,BANKNIFTY,,4205.35,23DEC21,44700.0,0.05,25,OI,FO,NSE,,1,65150,PE
2656,20184,BANKNIFTY,,950.2,23DEC21,44800.0,0.05,25,OI,FO,NSE,,1,65215,CE
2657,20185,BANKNIFTY,,4279.15,23DEC21,44800.0,0.05,25,OI,FO,NSE,,1,65216,PE
2658,20186,BANKNIFTY,,927.1,23DEC21,44900.0,0.05,25,OI,FO,NSE,,1,65217,CE
2659,20187,BANKNIFTY,,4355.4,23DEC21,44900.0,0.05,25,OI,FO,NSE,,1,65218,PE
2660,20188,BANKNIFTY,,902.7,23DEC21,45000.0,0.05,25,OI,FO,NSE,,1,65219,CE
2661,20533,BANKNIFTY,,4430.4,23DEC21,45000.0,0.05,25,OI,FO,NSE,,1,65220,PE
2662,20534,BANKNIFTY,,878.9,23DEC21,45100.0,0.05,25,OI,FO,NSE,,1,65221,CE
2663,21441,BANKNIFTY,,4505.95,23DEC21,45100.0,0.05,25,OI,FO,NSE,,1,65222,PE
2664,21442,BANKNIFTY,,855.6,23DEC21,45200.0,0.05,25,OI,FO,NSE,,1,65223,CE
2665,21443,BANKNIFTY,,4582.05,23DEC21,45200.0,0.05,25,OI,FO,NSE,,1,65224,PE
2666,148019,NIFTY,,1705.25,23DEC21,16150.0,0.05,50,OI,FO,NSE,,1,35107,CE
2667,148020,NIFTY,,93.35,23DEC21,16150.0,0.05,50,OI,FO,NSE,,1,35108,PE
2668,148021,NIFTY,,1662.65,23DEC21,16200.0,0.05,50,OI,FO,NSE,,1,35109,CE
2669,148022,NIFTY,,60.0,23DEC21,16200.0,0.05,50,OI,FO,NSE,,1,35110,PE
2670,148023,NIFTY,,1620.5,23DEC21,16250.0,0.05,50,OI,FO,NSE,,1,35111,CE
2671,148024,NIFTY,,108.0,23DEC21,16250.0,0.05,50,OI,FO,NSE,,1,35112,PE
2672,148025,NIFTY,,1578.75,23DEC21,16300.0,0.05,50,OI,FO,NSE,,1,35114,CE
2673,148026,NIFTY,,116.0,23DEC21,16300.0,0.05,50,OI,FO,NSE,,1,35115,PE
2674,48638,NIFTY,,1710.55,23DEC21,16350.0,0.05,50,OI,FO,NSE,,1,68172,CE
2675,48639,NIFTY,,106.75,23DEC21,16350.0,0.05,50,OI,FO,NSE,,1,68173,PE
2676,48640,NIFTY,,1668.5,23DEC21,16400.0,0.05,50,OI,FO,NSE,,1,68174,CE
2677,48641,NIFTY,,114.4,23DEC21,16400.0,0.05,50,OI,FO,NSE,,1,68175,PE
2678,48642,NIFTY,,1626.9,23DEC21,16450.0,0.05,50,OI,FO,NSE,,1,68176,CE
2679,48643,NIFTY,,122.55,23DEC21,16450.0,0.05,50,OI,FO,NSE,,1,68177,PE
2680,48644,NIFTY,,1585.75,23DEC21,16500.0,0.05,50,OI,FO,NSE,,1,68214,CE
2681,48645,NIFTY,,25.0,23DEC21,16500.0,0.05,50,OI,FO,NSE,,1,68215,PE
2682,48650,NIFTY,,1545.0,23DEC21,16550.0,0.05,50,OI,FO,NSE,,1,68235,CE
2683,48651,NIFTY,,140.05,23DEC21,16550.0,0.05,50,OI,FO,NSE,,1,68254,PE
2684,38502,NIFTY,,1742.85,23DEC21,16600.0,0.05,50,OI,FO,NSE,,1,42981,CE
2685,38503,NIFTY,,122.95,23DEC21,16600.0,0.05,50,OI,FO,NSE,,1,42982,PE
2686,38504,NIFTY,,1701.4,23DEC21,16650.0,0.05,50,OI,FO,NSE,,1,42987,CE
2687,38505,NIFTY,,131.15,23DEC21,16650.0,0.05,50,OI,FO,NSE,,1,42988,PE
2688,44134,NIFTY,,1728.7,23DEC21,16700.0,0.05,50,OI,FO,NSE,,1,63111,CE
2689,44135,NIFTY,,139.75,23DEC21,16700.0,0.05,50,OI,FO,NSE,,1,63112,PE
2690,44136,NIFTY,,1687.95,23DEC21,16750.0,0.05,50,OI,FO,NSE,,1,63113,CE
2691,44137,NIFTY,,148.6,23DEC21,16750.0,0.05,50,OI,FO,NSE,,1,63131,PE
2692,44138,NIFTY,,1647.6,23DEC21,16800.0,0.05,50,OI,FO,NSE,,1,63134,CE
2693,44139,NIFTY,,157.95,23DEC21,16800.0,0.05,50,OI,FO,NSE,,1,63135,PE
2694,44140,NIFTY,,1607.65,23DEC21,16850.0,0.05,50,OI,FO,NSE,,1,63136,CE
2695,44141,NIFTY,,167.65,23DEC21,16850.0,0.05,50,OI,FO,NSE,,1,63137,PE
2696,44142,NIFTY,,1568.2,23DEC21,16900.0,0.05,50,OI,FO,NSE,,1,63138,CE
2697,44143,NIFTY,,177.85,23DEC21,16900.0,0.05,50,OI,FO,NSE,,1,63158,PE
2698,44144,NIFTY,,1529.15,23DEC21,16950.0,0.05,50,OI,FO,NSE,,1,63159,CE
2699,44145,NIFTY,,188.5,23DEC21,16950.0,0.05,50,OI,FO,NSE,,1,63160,PE
2700,44146,NIFTY,,1490.6,23DEC21,17000.0,0.05,50,OI,FO,NSE,,1,63161,CE
2701,44147,NIFTY,,59.9,23DEC21,17000.0,0.05,50,OI,FO,NSE,,1,63178,PE
2702,44148,NIFTY,,1452.5,23DEC21,17050.0,0.05,50,OI,FO,NSE,,1,63179,CE
2703,44149,NIFTY,,211.15,23DEC21,17050.0,0.05,50,OI,FO,NSE,,1,63180,PE
2704,44150,NIFTY,,1414.85,23DEC21,17100.0,0.05,50,OI,FO,NSE,,1,63181,CE
2705,44151,NIFTY,,223.2,23DEC21,17100.0,0.05,50,OI,FO,NSE,,1,63182,PE
2706,44152,NIFTY,,1378.4,23DEC21,17150.0,0.05,50,OI,FO,NSE,,1,63183,CE
2707,44153,NIFTY,,236.45,23DEC21,17150.0,0.05,50,OI,FO,NSE,,1,63189,PE
2708,44154,NIFTY,,1341.7,23DEC21,17200.0,0.05,50,OI,FO,NSE,,1,63190,CE
2709,44155,NIFTY,,249.4,23DEC21,17200.0,0.05,50,OI,FO,NSE,,1,63191,PE
2710,44156,NIFTY,,1305.55,23DEC21,17250.0,0.05,50,OI,FO,NSE,,1,63192,CE
2711,44157,NIFTY,,262.9,23DEC21,17250.0,0.05,50,OI,FO,NSE,,1,63224,PE
2712,44158,NIFTY,,1269.15,23DEC21,17300.0,0.05,50,OI,FO,NSE,,1,63227,CE
2713,44159,NIFTY,,276.2,23DEC21,17300.0,0.05,50,OI,FO,NSE,,1,63329,PE
2714,44160,NIFTY,,1234.1,23DEC21,17350.0,0.05,50,OI,FO,NSE,,1,63330,CE
2715,44161,NIFTY,,290.8,23DEC21,17350.0,0.05,50,OI,FO,NSE,,1,63371,PE
2716,44162,NIFTY,,1199.6,23DEC21,17400.0,0.05,50,OI,FO,NSE,,1,63372,CE
2717,44163,NIFTY,,305.95,23DEC21,17400.0,0.05,50,OI,FO,NSE,,1,63373,PE
